"Strain","Plasmid","Replicate","Inducer","Media","Type","Plate","well","time","OD600","row","column"
"E.coli EW11","DV41",3,"DMSO","M9sa","Structural",1,"B3",42938.157,0.1468,"B",3
"E.coli EW11","DV41",4,"DMSO","M9sa","Structural",1,"B4",42938.157,0.0951,"B",4
"E.coli EW11","DV41",5,"DMSO","M9sa","Structural",1,"B5",42938.157,0.1064,"B",5
"E.coli EW11","DV41",6,"DMSO","M9sa","Structural",1,"B6",42938.157,0.1272,"B",6
"E.coli EW11","DV41",1,"4-HT","M9sa","Structural",1,"B7",42938.157,0.1151,"B",7
"E.coli EW11","DV41",2,"4-HT","M9sa","Structural",1,"B8",42938.157,0.1239,"B",8
"E.coli EW11","DV41",3,"4-HT","M9sa","Structural",1,"B9",42938.157,0.1284,"B",9
"E.coli EW11","DV41",4,"4-HT","M9sa","Structural",1,"B10",42938.157,0.1294,"B",10
"E.coli EW11","DV41",5,"4-HT","M9sa","Structural",1,"B11",42938.157,0.0758,"B",11
"E.coli EW11","DV41",6,"4-HT","M9sa","Structural",1,"B12",42938.157,0.1343,"B",12
"E.coli EW11","DV130",1,"DMSO","M9sa","Structural",1,"C1",42938.157,0.2439,"C",1
"E.coli EW11","DV130",2,"DMSO","M9sa","Structural",1,"C2",42938.157,0.2264,"C",2
"E.coli EW11","DV130",3,"DMSO","M9sa","Structural",1,"C3",42938.157,0.2815,"C",3
"E.coli EW11","DV130",4,"DMSO","M9sa","Structural",1,"C4",42938.157,0.261,"C",4
"E.coli EW11","DV130",5,"DMSO","M9sa","Structural",1,"C5",42938.157,0.2761,"C",5
"E.coli EW11","DV130",6,"DMSO","M9sa","Structural",1,"C6",42938.157,0.1872,"C",6
"E.coli EW11","DV130",1,"4-HT","M9sa","Structural",1,"C7",42938.157,0.4251,"C",7
"E.coli EW11","DV130",2,"4-HT","M9sa","Structural",1,"C8",42938.157,0.4022,"C",8
"E.coli EW11","DV130",3,"4-HT","M9sa","Structural",1,"C9",42938.157,0.6831,"C",9
"E.coli EW11","DV130",4,"4-HT","M9sa","Structural",1,"C10",42938.157,0.4656,"C",10
"E.coli EW11","DV130",5,"4-HT","M9sa","Structural",1,"C11",42938.157,0.6487,"C",11
"E.coli EW11","DV130",6,"4-HT","M9sa","Structural",1,"C12",42938.157,0.3227,"C",12
"E.coli EW11","DV264",1,"DMSO","M9sa","Dynamic",1,"D1",42938.157,0.1806,"D",1
"E.coli EW11","DV264",2,"DMSO","M9sa","Dynamic",1,"D2",42938.157,0.2588,"D",2
"E.coli EW11","DV264",3,"DMSO","M9sa","Dynamic",1,"D3",42938.157,0.2916,"D",3
"E.coli EW11","DV264",4,"DMSO","M9sa","Dynamic",1,"D4",42938.157,0.3316,"D",4
"E.coli EW11","DV264",5,"DMSO","M9sa","Dynamic",1,"D5",42938.157,0.2987,"D",5
"E.coli EW11","DV264",6,"DMSO","M9sa","Dynamic",1,"D6",42938.157,0.5053,"D",6
"E.coli EW11","DV264",1,"4-HT","M9sa","Dynamic",1,"D7",42938.157,0.8388,"D",7
"E.coli EW11","DV264",2,"4-HT","M9sa","Dynamic",1,"D8",42938.157,0.7788,"D",8
"E.coli EW11","DV264",3,"4-HT","M9sa","Dynamic",1,"D9",42938.157,0.7107,"D",9
"E.coli EW11","DV264",4,"4-HT","M9sa","Dynamic",1,"D10",42938.157,0.9014,"D",10
"E.coli EW11","DV264",5,"4-HT","M9sa","Dynamic",1,"D11",42938.157,0.8928,"D",11
"E.coli EW11","DV264",6,"4-HT","M9sa","Dynamic",1,"D12",42938.157,0.8562,"D",12
"E.coli EW11","DV496",1,"DMSO","M9sa","Dynamic",1,"E1",42938.157,0.246,"E",1
"E.coli EW11","DV496",2,"DMSO","M9sa","Dynamic",1,"E2",42938.157,0.6026,"E",2
"E.coli EW11","DV496",3,"DMSO","M9sa","Dynamic",1,"E3",42938.157,0.3129,"E",3
"E.coli EW11","DV496",4,"DMSO","M9sa","Dynamic",1,"E4",42938.157,0.3031,"E",4
"E.coli EW11","DV496",5,"DMSO","M9sa","Dynamic",1,"E5",42938.157,0.4382,"E",5
"E.coli EW11","DV496",6,"DMSO","M9sa","Dynamic",1,"E6",42938.157,0.7745,"E",6
"E.coli EW11","DV496",1,"4-HT","M9sa","Dynamic",1,"E7",42938.157,0.9955,"E",7
"E.coli EW11","DV496",2,"4-HT","M9sa","Dynamic",1,"E8",42938.157,1.0691,"E",8
"E.coli EW11","DV496",3,"4-HT","M9sa","Dynamic",1,"E9",42938.157,0.8726,"E",9
"E.coli EW11","DV496",4,"4-HT","M9sa","Dynamic",1,"E10",42938.157,0.9131,"E",10
"E.coli EW11","DV496",5,"4-HT","M9sa","Dynamic",1,"E11",42938.157,1.0002,"E",11
"E.coli EW11","DV496",6,"4-HT","M9sa","Dynamic",1,"E12",42938.157,1.0906,"E",12
"E.coli EW11","DV543",1,"DMSO","M9sa","Distal",1,"F1",42938.157,0.2321,"F",1
"E.coli EW11","DV543",2,"DMSO","M9sa","Distal",1,"F2",42938.157,0.2157,"F",2
"E.coli EW11","DV543",3,"DMSO","M9sa","Distal",1,"F3",42938.157,0.2071,"F",3
"E.coli EW11","DV543",4,"DMSO","M9sa","Distal",1,"F4",42938.157,0.2084,"F",4
"E.coli EW11","DV543",5,"DMSO","M9sa","Distal",1,"F5",42938.157,0.2543,"F",5
"E.coli EW11","DV543",6,"DMSO","M9sa","Distal",1,"F6",42938.157,0.2156,"F",6
"E.coli EW11","DV543",1,"4-HT","M9sa","Distal",1,"F7",42938.157,0.7056,"F",7
"E.coli EW11","DV543",2,"4-HT","M9sa","Distal",1,"F8",42938.157,0.386,"F",8
"E.coli EW11","DV543",3,"4-HT","M9sa","Distal",1,"F9",42938.157,0.3171,"F",9
"E.coli EW11","DV543",4,"4-HT","M9sa","Distal",1,"F10",42938.157,0.8855,"F",10
"E.coli EW11","DV543",5,"4-HT","M9sa","Distal",1,"F11",42938.157,0.4384,"F",11
"E.coli EW11","DV543",6,"4-HT","M9sa","Distal",1,"F12",42938.157,0.787,"F",12
"E.coli EW11","DV565",1,"DMSO","M9sa","Distal",1,"G1",42938.157,1.2071,"G",1
"E.coli EW11","DV565",2,"DMSO","M9sa","Distal",1,"G2",42938.157,1.2372,"G",2
"E.coli EW11","DV565",3,"DMSO","M9sa","Distal",1,"G3",42938.157,1.225,"G",3
"E.coli EW11","DV565",4,"DMSO","M9sa","Distal",1,"G4",42938.157,1.2542,"G",4
"E.coli EW11","DV565",5,"DMSO","M9sa","Distal",1,"G5",42938.157,1.2382,"G",5
"E.coli EW11","DV565",6,"DMSO","M9sa","Distal",1,"G6",42938.157,1.2596,"G",6
"E.coli EW11","DV565",1,"4-HT","M9sa","Distal",1,"G7",42938.157,1.2461,"G",7
"E.coli EW11","DV565",2,"4-HT","M9sa","Distal",1,"G8",42938.157,1.1463,"G",8
"E.coli EW11","DV565",3,"4-HT","M9sa","Distal",1,"G9",42938.157,1.2398,"G",9
"E.coli EW11","DV565",4,"4-HT","M9sa","Distal",1,"G10",42938.157,1.2115,"G",10
"E.coli EW11","DV565",5,"4-HT","M9sa","Distal",1,"G11",42938.157,1.1422,"G",11
"E.coli EW11","DV565",6,"4-HT","M9sa","Distal",1,"G12",42938.157,1.251,"G",12
"E.coli EW11","pLW003",1,"DMSO","M9sa","NegCtrl",1,"H1",42938.157,0.1187,"H",1
"E.coli EW11","pLW003",2,"DMSO","M9sa","NegCtrl",1,"H2",42938.157,0.122,"H",2
"E.coli EW11","pLW003",3,"DMSO","M9sa","NegCtrl",1,"H3",42938.157,0.1182,"H",3
"E.coli EW11","pLW003",4,"DMSO","M9sa","NegCtrl",1,"H4",42938.157,0.1208,"H",4
"E.coli EW11","pLW003",5,"DMSO","M9sa","NegCtrl",1,"H5",42938.157,0.0764,"H",5
"E.coli EW11","pLW003",6,"DMSO","M9sa","NegCtrl",1,"H6",42938.157,0.0732,"H",6
"E.coli EW11","pLW003",1,"4-HT","M9sa","NegCtrl",1,"H7",42938.157,0.1389,"H",7
"E.coli EW11","pLW003",2,"4-HT","M9sa","NegCtrl",1,"H8",42938.157,0.1099,"H",8
"E.coli EW11","pLW003",3,"4-HT","M9sa","NegCtrl",1,"H9",42938.157,0.1086,"H",9
"E.coli EW11","pLW003",4,"4-HT","M9sa","NegCtrl",1,"H10",42938.157,0.0976,"H",10
"E.coli EW11","pLW003",5,"4-HT","M9sa","NegCtrl",1,"H11",42938.157,0.1143,"H",11
"E.coli EW11","pLW003",6,"4-HT","M9sa","NegCtrl",1,"H12",42938.157,0.1285,"H",12
"E.coli EW11","pLW002",1,"DMSO","M9sa","PosCtrl",1,"A1",43560.44,1.3608,"A",1
"E.coli EW11","pLW002",2,"DMSO","M9sa","PosCtrl",1,"A2",43560.44,1.1516,"A",2
"E.coli EW11","pLW002",3,"DMSO","M9sa","PosCtrl",1,"A3",43560.44,1.3915,"A",3
"E.coli EW11","pLW002",4,"DMSO","M9sa","PosCtrl",1,"A4",43560.44,1.0971,"A",4
"E.coli EW11","pLW002",5,"DMSO","M9sa","PosCtrl",1,"A5",43560.44,1.3025,"A",5
"E.coli EW11","pLW002",6,"DMSO","M9sa","PosCtrl",1,"A6",43560.44,1.332,"A",6
"E.coli EW11","pLW002",1,"4-HT","M9sa","PosCtrl",1,"A7",43560.44,1.4697,"A",7
"E.coli EW11","pLW002",2,"4-HT","M9sa","PosCtrl",1,"A8",43560.44,1.3003,"A",8
"E.coli EW11","pLW002",3,"4-HT","M9sa","PosCtrl",1,"A9",43560.44,1.4994,"A",9
"E.coli EW11","pLW002",4,"4-HT","M9sa","PosCtrl",1,"A10",43560.44,1.2757,"A",10
"E.coli EW11","pLW002",5,"4-HT","M9sa","PosCtrl",1,"A11",43560.44,1.3743,"A",11
"E.coli EW11","pLW002",6,"4-HT","M9sa","PosCtrl",1,"A12",43560.44,1.396,"A",12
"E.coli EW11","DV41",1,"DMSO","M9sa","Structural",1,"B1",43560.44,0.0697,"B",1
"E.coli EW11","DV41",2,"DMSO","M9sa","Structural",1,"B2",43560.44,0.138,"B",2
"E.coli EW11","DV41",3,"DMSO","M9sa","Structural",1,"B3",43560.44,0.116,"B",3
"E.coli EW11","DV41",4,"DMSO","M9sa","Structural",1,"B4",43560.44,0.0945,"B",4
"E.coli EW11","DV41",5,"DMSO","M9sa","Structural",1,"B5",43560.44,0.1239,"B",5
"E.coli EW11","DV41",6,"DMSO","M9sa","Structural",1,"B6",43560.44,0.1165,"B",6
"E.coli EW11","DV41",1,"4-HT","M9sa","Structural",1,"B7",43560.44,0.1139,"B",7
"E.coli EW11","DV41",2,"4-HT","M9sa","Structural",1,"B8",43560.44,0.1107,"B",8
"E.coli EW11","DV41",3,"4-HT","M9sa","Structural",1,"B9",43560.44,0.1499,"B",9
"E.coli EW11","DV41",4,"4-HT","M9sa","Structural",1,"B10",43560.44,0.1304,"B",10
"E.coli EW11","DV41",5,"4-HT","M9sa","Structural",1,"B11",43560.44,0.076,"B",11
"E.coli EW11","DV41",6,"4-HT","M9sa","Structural",1,"B12",43560.44,0.1096,"B",12
"E.coli EW11","DV130",1,"DMSO","M9sa","Structural",1,"C1",43560.44,0.2449,"C",1
"E.coli EW11","DV130",2,"DMSO","M9sa","Structural",1,"C2",43560.44,0.227,"C",2
"E.coli EW11","DV130",3,"DMSO","M9sa","Structural",1,"C3",43560.44,0.2843,"C",3
"E.coli EW11","DV130",4,"DMSO","M9sa","Structural",1,"C4",43560.44,0.2633,"C",4
"E.coli EW11","DV130",5,"DMSO","M9sa","Structural",1,"C5",43560.44,0.2798,"C",5
"E.coli EW11","DV130",6,"DMSO","M9sa","Structural",1,"C6",43560.44,0.1852,"C",6
"E.coli EW11","DV130",1,"4-HT","M9sa","Structural",1,"C7",43560.44,0.4436,"C",7
"E.coli EW11","DV130",2,"4-HT","M9sa","Structural",1,"C8",43560.44,0.4194,"C",8
"E.coli EW11","DV130",3,"4-HT","M9sa","Structural",1,"C9",43560.44,0.7085,"C",9
"E.coli EW11","DV130",4,"4-HT","M9sa","Structural",1,"C10",43560.44,0.4784,"C",10
"E.coli EW11","DV130",5,"4-HT","M9sa","Structural",1,"C11",43560.44,0.6704,"C",11
"E.coli EW11","DV130",6,"4-HT","M9sa","Structural",1,"C12",43560.44,0.3358,"C",12
"E.coli EW11","DV264",1,"DMSO","M9sa","Dynamic",1,"D1",43560.44,0.1834,"D",1
"E.coli EW11","DV264",2,"DMSO","M9sa","Dynamic",1,"D2",43560.44,0.2609,"D",2
"E.coli EW11","DV264",3,"DMSO","M9sa","Dynamic",1,"D3",43560.44,0.2948,"D",3
"E.coli EW11","DV264",4,"DMSO","M9sa","Dynamic",1,"D4",43560.44,0.3374,"D",4
"E.coli EW11","DV264",5,"DMSO","M9sa","Dynamic",1,"D5",43560.44,0.3029,"D",5
"E.coli EW11","DV264",6,"DMSO","M9sa","Dynamic",1,"D6",43560.44,0.5261,"D",6
"E.coli EW11","DV264",1,"4-HT","M9sa","Dynamic",1,"D7",43560.44,0.8515,"D",7
"E.coli EW11","DV264",2,"4-HT","M9sa","Dynamic",1,"D8",43560.44,0.8091,"D",8
"E.coli EW11","DV264",3,"4-HT","M9sa","Dynamic",1,"D9",43560.44,0.7486,"D",9
"E.coli EW11","DV264",4,"4-HT","M9sa","Dynamic",1,"D10",43560.44,0.9142,"D",10
"E.coli EW11","DV264",5,"4-HT","M9sa","Dynamic",1,"D11",43560.44,0.9127,"D",11
"E.coli EW11","DV264",6,"4-HT","M9sa","Dynamic",1,"D12",43560.44,0.8697,"D",12
"E.coli EW11","DV496",1,"DMSO","M9sa","Dynamic",1,"E1",43560.44,0.25,"E",1
"E.coli EW11","DV496",2,"DMSO","M9sa","Dynamic",1,"E2",43560.44,0.6286,"E",2
"E.coli EW11","DV496",3,"DMSO","M9sa","Dynamic",1,"E3",43560.44,0.3238,"E",3
"E.coli EW11","DV496",4,"DMSO","M9sa","Dynamic",1,"E4",43560.44,0.3081,"E",4
"E.coli EW11","DV496",5,"DMSO","M9sa","Dynamic",1,"E5",43560.44,0.4541,"E",5
"E.coli EW11","DV496",6,"DMSO","M9sa","Dynamic",1,"E6",43560.44,0.7965,"E",6
"E.coli EW11","DV496",1,"4-HT","M9sa","Dynamic",1,"E7",43560.44,0.9966,"E",7
"E.coli EW11","DV496",2,"4-HT","M9sa","Dynamic",1,"E8",43560.44,1.0721,"E",8
"E.coli EW11","DV496",3,"4-HT","M9sa","Dynamic",1,"E9",43560.44,0.8859,"E",9
"E.coli EW11","DV496",4,"4-HT","M9sa","Dynamic",1,"E10",43560.44,0.9584,"E",10
"E.coli EW11","DV496",5,"4-HT","M9sa","Dynamic",1,"E11",43560.44,1.0086,"E",11
"E.coli EW11","DV496",6,"4-HT","M9sa","Dynamic",1,"E12",43560.44,1.0899,"E",12
"E.coli EW11","DV543",1,"DMSO","M9sa","Distal",1,"F1",43560.44,0.2341,"F",1
"E.coli EW11","DV543",2,"DMSO","M9sa","Distal",1,"F2",43560.44,0.2164,"F",2
"E.coli EW11","DV543",3,"DMSO","M9sa","Distal",1,"F3",43560.44,0.2087,"F",3
"E.coli EW11","DV543",4,"DMSO","M9sa","Distal",1,"F4",43560.44,0.2087,"F",4
"E.coli EW11","DV543",5,"DMSO","M9sa","Distal",1,"F5",43560.44,0.2585,"F",5
"E.coli EW11","DV543",6,"DMSO","M9sa","Distal",1,"F6",43560.44,0.2168,"F",6
"E.coli EW11","DV543",1,"4-HT","M9sa","Distal",1,"F7",43560.44,0.7409,"F",7
"E.coli EW11","DV543",2,"4-HT","M9sa","Distal",1,"F8",43560.44,0.4104,"F",8
"E.coli EW11","DV543",3,"4-HT","M9sa","Distal",1,"F9",43560.44,0.3304,"F",9
"E.coli EW11","DV543",4,"4-HT","M9sa","Distal",1,"F10",43560.44,0.9037,"F",10
"E.coli EW11","DV543",5,"4-HT","M9sa","Distal",1,"F11",43560.44,0.4636,"F",11
"E.coli EW11","DV543",6,"4-HT","M9sa","Distal",1,"F12",43560.44,0.8085,"F",12
"E.coli EW11","DV565",1,"DMSO","M9sa","Distal",1,"G1",43560.44,1.2103,"G",1
"E.coli EW11","DV565",2,"DMSO","M9sa","Distal",1,"G2",43560.44,1.244,"G",2
"E.coli EW11","DV565",3,"DMSO","M9sa","Distal",1,"G3",43560.44,1.1961,"G",3
"E.coli EW11","DV565",4,"DMSO","M9sa","Distal",1,"G4",43560.44,1.2562,"G",4
"E.coli EW11","DV565",5,"DMSO","M9sa","Distal",1,"G5",43560.44,1.2398,"G",5
"E.coli EW11","DV565",6,"DMSO","M9sa","Distal",1,"G6",43560.44,1.2532,"G",6
"E.coli EW11","DV565",1,"4-HT","M9sa","Distal",1,"G7",43560.44,1.2719,"G",7
"E.coli EW11","DV565",2,"4-HT","M9sa","Distal",1,"G8",43560.44,1.1455,"G",8
"E.coli EW11","DV565",3,"4-HT","M9sa","Distal",1,"G9",43560.44,1.2778,"G",9
"E.coli EW11","DV565",4,"4-HT","M9sa","Distal",1,"G10",43560.44,1.1347,"G",10
"E.coli EW11","DV565",5,"4-HT","M9sa","Distal",1,"G11",43560.44,1.1555,"G",11
"E.coli EW11","DV565",6,"4-HT","M9sa","Distal",1,"G12",43560.44,1.2504,"G",12
"E.coli EW11","pLW003",1,"DMSO","M9sa","NegCtrl",1,"H1",43560.44,0.1199,"H",1
"E.coli EW11","pLW003",2,"DMSO","M9sa","NegCtrl",1,"H2",43560.44,0.1203,"H",2
"E.coli EW11","pLW003",3,"DMSO","M9sa","NegCtrl",1,"H3",43560.44,0.1178,"H",3
"E.coli EW11","pLW003",4,"DMSO","M9sa","NegCtrl",1,"H4",43560.44,0.1272,"H",4
"E.coli EW11","pLW003",5,"DMSO","M9sa","NegCtrl",1,"H5",43560.44,0.0765,"H",5
"E.coli EW11","pLW003",6,"DMSO","M9sa","NegCtrl",1,"H6",43560.44,0.0739,"H",6
"E.coli EW11","pLW003",1,"4-HT","M9sa","NegCtrl",1,"H7",43560.44,0.1174,"H",7
"E.coli EW11","pLW003",2,"4-HT","M9sa","NegCtrl",1,"H8",43560.44,0.093,"H",8
"E.coli EW11","pLW003",3,"4-HT","M9sa","NegCtrl",1,"H9",43560.44,0.0992,"H",9
"E.coli EW11","pLW003",4,"4-HT","M9sa","NegCtrl",1,"H10",43560.44,0.1029,"H",10
"E.coli EW11","pLW003",5,"4-HT","M9sa","NegCtrl",1,"H11",43560.44,0.0984,"H",11
"E.coli EW11","pLW003",6,"4-HT","M9sa","NegCtrl",1,"H12",43560.44,0.1191,"H",12
"E.coli EW11","pLW002",1,"DMSO","M9sa","PosCtrl",1,"A1",44182.743,1.3779,"A",1
"E.coli EW11","pLW002",2,"DMSO","M9sa","PosCtrl",1,"A2",44182.743,1.2921,"A",2
"E.coli EW11","pLW002",3,"DMSO","M9sa","PosCtrl",1,"A3",44182.743,1.3348,"A",3
"E.coli EW11","pLW002",4,"DMSO","M9sa","PosCtrl",1,"A4",44182.743,1.1576,"A",4
"E.coli EW11","pLW002",5,"DMSO","M9sa","PosCtrl",1,"A5",44182.743,1.3491,"A",5
"E.coli EW11","pLW002",6,"DMSO","M9sa","PosCtrl",1,"A6",44182.743,1.3358,"A",6
"E.coli EW11","pLW002",1,"4-HT","M9sa","PosCtrl",1,"A7",44182.743,1.499,"A",7
"E.coli EW11","pLW002",2,"4-HT","M9sa","PosCtrl",1,"A8",44182.743,1.3435,"A",8
"E.coli EW11","pLW002",3,"4-HT","M9sa","PosCtrl",1,"A9",44182.743,1.523,"A",9
"E.coli EW11","pLW002",4,"4-HT","M9sa","PosCtrl",1,"A10",44182.743,1.2911,"A",10
"E.coli EW11","pLW002",5,"4-HT","M9sa","PosCtrl",1,"A11",44182.743,1.3953,"A",11
"E.coli EW11","pLW002",6,"4-HT","M9sa","PosCtrl",1,"A12",44182.743,1.373,"A",12
"E.coli EW11","DV41",1,"DMSO","M9sa","Structural",1,"B1",44182.743,0.0704,"B",1
"E.coli EW11","DV41",2,"DMSO","M9sa","Structural",1,"B2",44182.743,0.1353,"B",2
"E.coli EW11","DV41",3,"DMSO","M9sa","Structural",1,"B3",44182.743,0.1108,"B",3
"E.coli EW11","DV41",4,"DMSO","M9sa","Structural",1,"B4",44182.743,0.1004,"B",4
"E.coli EW11","DV41",5,"DMSO","M9sa","Structural",1,"B5",44182.743,0.1106,"B",5
"E.coli EW11","DV41",6,"DMSO","M9sa","Structural",1,"B6",44182.743,0.1419,"B",6
"E.coli EW11","DV41",1,"4-HT","M9sa","Structural",1,"B7",44182.743,0.1433,"B",7
"E.coli EW11","DV41",2,"4-HT","M9sa","Structural",1,"B8",44182.743,0.1249,"B",8
"E.coli EW11","DV41",3,"4-HT","M9sa","Structural",1,"B9",44182.743,0.1418,"B",9
"E.coli EW11","DV41",4,"4-HT","M9sa","Structural",1,"B10",44182.743,0.149,"B",10
"E.coli EW11","DV41",5,"4-HT","M9sa","Structural",1,"B11",44182.743,0.0768,"B",11
"E.coli EW11","DV41",6,"4-HT","M9sa","Structural",1,"B12",44182.743,0.1595,"B",12
"E.coli EW11","DV130",1,"DMSO","M9sa","Structural",1,"C1",44182.743,0.2453,"C",1
"E.coli EW11","DV130",2,"DMSO","M9sa","Structural",1,"C2",44182.743,0.23,"C",2
"E.coli EW11","DV130",3,"DMSO","M9sa","Structural",1,"C3",44182.743,0.2875,"C",3
"E.coli EW11","DV130",4,"DMSO","M9sa","Structural",1,"C4",44182.743,0.266,"C",4
"E.coli EW11","DV130",5,"DMSO","M9sa","Structural",1,"C5",44182.743,0.2832,"C",5
"E.coli EW11","DV130",6,"DMSO","M9sa","Structural",1,"C6",44182.743,0.1891,"C",6
"E.coli EW11","DV130",1,"4-HT","M9sa","Structural",1,"C7",44182.743,0.4636,"C",7
"E.coli EW11","DV130",2,"4-HT","M9sa","Structural",1,"C8",44182.743,0.437,"C",8
"E.coli EW11","DV130",3,"4-HT","M9sa","Structural",1,"C9",44182.743,0.7389,"C",9
"E.coli EW11","DV130",4,"4-HT","M9sa","Structural",1,"C10",44182.743,0.4952,"C",10
"E.coli EW11","DV130",5,"4-HT","M9sa","Structural",1,"C11",44182.743,0.6983,"C",11
"E.coli EW11","DV130",6,"4-HT","M9sa","Structural",1,"C12",44182.743,0.3384,"C",12
"E.coli EW11","DV264",1,"DMSO","M9sa","Dynamic",1,"D1",44182.743,0.1884,"D",1
"E.coli EW11","DV264",2,"DMSO","M9sa","Dynamic",1,"D2",44182.743,0.2637,"D",2
"E.coli EW11","DV264",3,"DMSO","M9sa","Dynamic",1,"D3",44182.743,0.298,"D",3
"E.coli EW11","DV264",4,"DMSO","M9sa","Dynamic",1,"D4",44182.743,0.3446,"D",4
"E.coli EW11","DV264",5,"DMSO","M9sa","Dynamic",1,"D5",44182.743,0.3077,"D",5
"E.coli EW11","DV264",6,"DMSO","M9sa","Dynamic",1,"D6",44182.743,0.5481,"D",6
"E.coli EW11","DV264",1,"4-HT","M9sa","Dynamic",1,"D7",44182.743,0.8746,"D",7
"E.coli EW11","DV264",2,"4-HT","M9sa","Dynamic",1,"D8",44182.743,0.83,"D",8
"E.coli EW11","DV264",3,"4-HT","M9sa","Dynamic",1,"D9",44182.743,0.7781,"D",9
"E.coli EW11","DV264",4,"4-HT","M9sa","Dynamic",1,"D10",44182.743,0.9288,"D",10
"E.coli EW11","DV264",5,"4-HT","M9sa","Dynamic",1,"D11",44182.743,0.9326,"D",11
"E.coli EW11","DV264",6,"4-HT","M9sa","Dynamic",1,"D12",44182.743,0.8902,"D",12
"E.coli EW11","DV496",1,"DMSO","M9sa","Dynamic",1,"E1",44182.743,0.2542,"E",1
"E.coli EW11","DV496",2,"DMSO","M9sa","Dynamic",1,"E2",44182.743,0.6594,"E",2
"E.coli EW11","DV496",3,"DMSO","M9sa","Dynamic",1,"E3",44182.743,0.3351,"E",3
"E.coli EW11","DV496",4,"DMSO","M9sa","Dynamic",1,"E4",44182.743,0.3137,"E",4
"E.coli EW11","DV496",5,"DMSO","M9sa","Dynamic",1,"E5",44182.743,0.4719,"E",5
"E.coli EW11","DV496",6,"DMSO","M9sa","Dynamic",1,"E6",44182.743,0.8158,"E",6
"E.coli EW11","DV496",1,"4-HT","M9sa","Dynamic",1,"E7",44182.743,0.9969,"E",7
"E.coli EW11","DV496",2,"4-HT","M9sa","Dynamic",1,"E8",44182.743,1.0728,"E",8
"E.coli EW11","DV496",3,"4-HT","M9sa","Dynamic",1,"E9",44182.743,0.8766,"E",9
"E.coli EW11","DV496",4,"4-HT","M9sa","Dynamic",1,"E10",44182.743,0.9638,"E",10
"E.coli EW11","DV496",5,"4-HT","M9sa","Dynamic",1,"E11",44182.743,0.9859,"E",11
"E.coli EW11","DV496",6,"4-HT","M9sa","Dynamic",1,"E12",44182.743,1.0742,"E",12
"E.coli EW11","DV543",1,"DMSO","M9sa","Distal",1,"F1",44182.743,0.2363,"F",1
"E.coli EW11","DV543",2,"DMSO","M9sa","Distal",1,"F2",44182.743,0.2164,"F",2
"E.coli EW11","DV543",3,"DMSO","M9sa","Distal",1,"F3",44182.743,0.2113,"F",3
"E.coli EW11","DV543",4,"DMSO","M9sa","Distal",1,"F4",44182.743,0.2102,"F",4
"E.coli EW11","DV543",5,"DMSO","M9sa","Distal",1,"F5",44182.743,0.2616,"F",5
"E.coli EW11","DV543",6,"DMSO","M9sa","Distal",1,"F6",44182.743,0.2209,"F",6
"E.coli EW11","DV543",1,"4-HT","M9sa","Distal",1,"F7",44182.743,0.7715,"F",7
"E.coli EW11","DV543",2,"4-HT","M9sa","Distal",1,"F8",44182.743,0.436,"F",8
"E.coli EW11","DV543",3,"4-HT","M9sa","Distal",1,"F9",44182.743,0.3476,"F",9
"E.coli EW11","DV543",4,"4-HT","M9sa","Distal",1,"F10",44182.743,0.9219,"F",10
"E.coli EW11","DV543",5,"4-HT","M9sa","Distal",1,"F11",44182.743,0.4974,"F",11
"E.coli EW11","DV543",6,"4-HT","M9sa","Distal",1,"F12",44182.743,0.8272,"F",12
"E.coli EW11","DV565",1,"DMSO","M9sa","Distal",1,"G1",44182.743,1.2263,"G",1
"E.coli EW11","DV565",2,"DMSO","M9sa","Distal",1,"G2",44182.743,1.251,"G",2
"E.coli EW11","DV565",3,"DMSO","M9sa","Distal",1,"G3",44182.743,1.1792,"G",3
"E.coli EW11","DV565",4,"DMSO","M9sa","Distal",1,"G4",44182.743,1.2614,"G",4
"E.coli EW11","DV565",5,"DMSO","M9sa","Distal",1,"G5",44182.743,1.2515,"G",5
"E.coli EW11","DV565",6,"DMSO","M9sa","Distal",1,"G6",44182.743,1.231,"G",6
"E.coli EW11","DV565",1,"4-HT","M9sa","Distal",1,"G7",44182.743,1.2696,"G",7
"E.coli EW11","DV565",2,"4-HT","M9sa","Distal",1,"G8",44182.743,1.1645,"G",8
"E.coli EW11","DV565",3,"4-HT","M9sa","Distal",1,"G9",44182.743,1.2669,"G",9
"E.coli EW11","DV565",4,"4-HT","M9sa","Distal",1,"G10",44182.743,1.1519,"G",10
"E.coli EW11","DV565",5,"4-HT","M9sa","Distal",1,"G11",44182.743,1.1606,"G",11
"E.coli EW11","DV565",6,"4-HT","M9sa","Distal",1,"G12",44182.743,1.3098,"G",12
"E.coli EW11","pLW003",1,"DMSO","M9sa","NegCtrl",1,"H1",44182.743,0.1231,"H",1
"E.coli EW11","pLW003",2,"DMSO","M9sa","NegCtrl",1,"H2",44182.743,0.1206,"H",2
"E.coli EW11","pLW003",3,"DMSO","M9sa","NegCtrl",1,"H3",44182.743,0.0998,"H",3
"E.coli EW11","pLW003",4,"DMSO","M9sa","NegCtrl",1,"H4",44182.743,0.1231,"H",4
"E.coli EW11","pLW003",5,"DMSO","M9sa","NegCtrl",1,"H5",44182.743,0.0769,"H",5
